distance,speed,vehicle_type,consumption
0.7502527805864511,0.47191011235955055,carro,0.25164791366465344
0.8655207280080891,0.22471910112359555,moto,0.13112793941809484
0.5894843276036401,0.24719101123595505,caminhão,0.4770825029892387
0.7542972699696664,0.797752808988764,moto,0.11512401508415857
0.8645096056622852,0.06741573033707865,moto,0.10653953459852225
0.3447927199191102,0.9438202247191012,carro,0.0893705736272496
0.6359959555106168,0.37078651685393255,caminhão,0.5549560045375111
0.5146612740141557,0.5842696629213484,carro,0.12551736824355397
0.7037411526794742,0.24719101123595505,caminhão,0.6625379403378606
0.3235591506572295,0.011235955056179747,caminhão,0.2551123647177852
0.8392315470171892,0.7865168539325844,caminhão,0.801024005886501
0.4368048533872599,0.40449438202247195,carro,0.13563479167305392
0.8008088978766431,0.7640449438202248,carro,0.2138455406689763
0.525783619817998,0.17977528089887634,carro,0.15571634423766748
0.19514661274014158,0.9662921348314608,moto,0.02976975196983168
0.6916076845298281,0.6292134831460674,carro,0.16856240610724468
0.3852376137512639,0.651685393258427,moto,0.05650427691081339
0.042467138523761376,0.595505617977528,moto,0.005273323726890885
0.538928210313448,0.7191011235955056,moto,0.07287610755127695
0.21638018200202228,0.8089887640449438,caminhão,0.1919244565717264
0.544994944388271,0.9662921348314608,moto,0.0840052733237269
0.5328614762386249,0.797752808988764,carro,0.14670263972774933
0.2780586450960566,0.7078651685393258,carro,0.06426096820676334
0.9514661274014157,0.49438202247191015,caminhão,0.9560045375111139
0.010111223458038422,0.6067415730337078,carro,0.002575344145690898
0.416582406471183,0.955056179775281,carro,0.11579850997945856
0.02123356926188069,0.33707865168539325,moto,0.0026060030045681696
0.5267947421638018,0.48314606741573035,carro,0.1715669742772174
0.5975733063700709,0.5056179775280898,caminhão,0.6495692430327744
0.6370070778564206,0.31460674157303375,caminhão,0.5805561517000337
0.7249747219413549,0.6629213483146068,caminhão,0.6835085998099151
0.3822042467138524,0.8876404494382022,moto,0.05776129012478155
0.9868554095045501,0.40449438202247195,moto,0.15360088297513566
0.853387259858443,0.9887640449438202,moto,0.1200294325045222
0.9959555106167847,0.752808988764045,moto,0.1460588036913266
0.3609706774519717,0.19101123595505615,caminhão,0.30778428426893956
0.4499494438827098,0.05617977528089885,moto,0.05914093877425883
0.9443882709807887,0.37078651685393255,moto,0.13652389858049482
0.7765419615773509,0.5842696629213484,carro,0.19891467639574453
0.32153690596562184,0.7865168539325844,caminhão,0.3141000091976577
0.0879676440849343,0.9775280898876404,moto,0.014011098506913573
0.5106167846309404,0.8314606741573034,caminhão,0.5193917282398749
0.5318503538928211,0.5168539325842696,moto,0.08136861146028146
0.38018200202224467,0.955056179775281,moto,0.052825213845540675
0.8119312436804854,0.17977528089887634,caminhão,0.6775914400466014
0.9474216380182002,0.17977528089887634,carro,0.2905846644387896
0.8887765419615774,0.07865168539325845,carro,0.22006928902106263
0.5318503538928211,0.16853932584269665,moto,0.07140448232516786
0.4671385237613751,0.21348314606741575,moto,0.06686697121133152
0.39332659251769464,0.6404494382022472,moto,0.05172149492595886
0.5015166835187058,0.955056179775281,moto,0.07713768893521784
0.9969666329625885,0.29213483146067415,moto,0.15718796946377656
0.4186046511627907,0.5280898876404494,caminhão,0.40776282306772543
0.37613751263902934,0.29213483146067415,caminhão,0.3574516356501211
0.06167846309403439,0.40449438202247195,caminhão,0.06076585829475428
0.13549039433771487,0.7752808988764046,caminhão,0.11907900787932672
0.4378159757330637,0.9662921348314608,caminhão,0.4092037894349573
0.23356926188068758,0.9213483146067416,caminhão,0.2317503142533035
0.493427704752275,0.29213483146067415,caminhão,0.43820706993285713
0.19919110212335694,0.25842696629213485,moto,0.02949382223993623
0.4570273003033367,0.30337078651685395,caminhão,0.42143667412698904
0.923154701718908,0.6292134831460674,caminhão,0.7596958641199375
0.500505561172902,0.752808988764045,caminhão,0.4174203636140663
0.27098078867542974,0.29213483146067415,caminhão,0.27286384400772606
0.9221435793731042,0.47191011235955055,caminhão,0.8697918263482234
0.21840242669362994,0.43820224719101125,caminhão,0.23006407701505346
0.24368048533872602,0.19101123595505615,moto,0.03473648710794984
0.8088978766430739,1.0,moto,0.11463347334212222
0.44388270980788674,0.853932584269663,carro,0.10807247754238589
0.031344792719919114,0.696629213483146,caminhão,0.032559708127663484
0.8372093023255814,0.5280898876404494,moto,0.1279394180948585
0.872598584428716,0.02247191011235955,carro,0.22469877671153077
0.44893832153690594,0.696629213483146,moto,0.06652972376368152
0.4833164812942366,0.11235955056179775,moto,0.06315724928718153
0.9929221435793733,0.9438202247191012,caminhão,0.8743906551798143
0.9605662285136503,0.797752808988764,moto,0.13057607995830395
0.7563195146612741,0.11235955056179775,carro,0.18781616948217186
0.60262891809909,1.0,caminhão,0.6073213354998928
0.45601617795753285,0.6292134831460674,caminhão,0.3910844038384892
0.2649140546006067,1.0,moto,0.0365760186405862
0.660262891809909,0.6179775280898876,caminhão,0.5264126069227704
0.18806875631951467,0.853932584269663,caminhão,0.18429040071128552
0.11526794742163804,0.35955056179775274,caminhão,0.11285525952724042
0.3822042467138524,0.6404494382022472,moto,0.04635619462243616
0.05055611729019212,0.955056179775281,caminhão,0.05613637060428611
0.6117290192113246,0.8089887640449438,moto,0.08026489254069964
0.7735085945399394,0.6404494382022472,caminhão,0.6395437961799062
0.5894843276036401,0.02247191011235955,moto,0.07358126130545421
0.8665318503538929,0.29213483146067415,caminhão,0.7134316460741331
0.6117290192113246,0.06741573033707865,carro,0.1698807370389674
0.2386248736097068,0.24719101123595505,carro,0.06478216880767698
0.7977755308392316,0.7640449438202248,moto,0.10509856823129045
0.9969666329625885,0.44943820224719094,carro,0.2885305208940124
0.3943377148634985,0.46067415730337075,moto,0.05984609252843609
0.20626895854398383,0.011235955056179747,carro,0.048257043872827046
0.6390293225480284,0.30337078651685395,caminhão,0.6105711745408836
0.8837209302325583,0.955056179775281,caminhão,0.7855719410123555
0.09403437815975735,0.797752808988764,carro,0.02418983965416807
0.4246713852376138,0.0449438202247191,caminhão,0.3611306987153938
0.9413549039433772,0.40449438202247195,caminhão,0.8183156022932827
0.8321536905965623,0.39325842696629215,caminhão,0.7419443848299967
0.5803842264914055,0.15730337078651685,caminhão,0.5165404543642885
0.25075834175935285,0.24719101123595505,moto,0.03752644326578165
0.5652173913043479,0.8314606741573034,moto,0.08618205230401325
0.6673407482305359,0.49438202247191015,moto,0.1172088174878131
0.01314459049544995,0.23595505617977525,caminhão,0.01716896097127265
0.4256825075834176,0.7640449438202248,caminhão,0.4165925744243799
0.3579373104145602,0.6853932584269664,moto,0.05012723426434068
0.8988877654196158,0.797752808988764,caminhão,0.763129656314192
0.5975733063700709,0.955056179775281,caminhão,0.6045926970598154
0.5813953488372093,0.17977528089887634,caminhão,0.5144863108195113
0.36703741152679475,0.9325842696629214,moto,0.06021399883496337
0.5854398382204248,0.6741573033707866,carro,0.14670263972774933
0.9787664307381194,0.6179775280898876,moto,0.13538952080203573
0.3367037411526795,0.42696629213483145,moto,0.04841033816721342
0.5085945399393327,0.17977528089887634,carro,0.13471502590673573
0.9241658240647119,0.30337078651685395,caminhão,0.7807585001686238
0.12335692618806876,0.595505617977528,carro,0.026182665481190793
0.7199191102123358,0.32584269662921345,moto,0.10739798264708589
0.01718907987866532,0.05617977528089885,caminhão,0.01965232854033173
0.3377148634984833,0.44943820224719094,moto,0.04782781984854524
0.9605662285136503,0.6179775280898876,caminhão,0.8732256185424779
0.8442871587462084,0.1348314606741573,caminhão,0.7496397584081921
0.878665318503539,0.9101123595505618,moto,0.14431124873532206
0.8028311425682508,0.34831460674157305,caminhão,0.6932887757917651
0.43882709807886755,0.8202247191011236,moto,0.060244657693840645
0.44691607684529827,0.898876404494382,carro,0.10758193580034951
0.7077856420626897,0.595505617977528,carro,0.1537848361283993
0.04347826086956522,0.22471910112359555,caminhão,0.04126682404880891
0.9443882709807887,0.02247191011235955,carro,0.2414691725173989
0.3862487360970677,0.7415730337078652,carro,0.09553300426158139
0.20829120323559153,0.29213483146067415,carro,0.0674494895299997
0.9403437815975734,0.03370786516853935,carro,0.22239936229573531
0.4418604651162791,0.9662921348314608,moto,0.07238556580924059
0.004044489383215371,0.6741573033707866,carro,0.0011343777784590852
0.5945399393326594,0.9101123595505618,moto,0.09225250636171323
0.1172901921132457,0.696629213483146,moto,0.015114817426495387
0.49039433771486346,0.6741573033707866,moto,0.06275868412177699
0.20525783619818,0.48314606741573035,moto,0.03409265107152712
0.37613751263902934,0.28089887640449435,caminhão,0.3244933623570531
0.692618806875632,0.6741573033707866,moto,0.10430143790048134
0.7350859453993934,0.6292134831460674,carro,0.1915872091240764
0.10111223458038424,0.25842696629213485,caminhão,0.1043627556182359
0.4459049544994944,0.9325842696629214,carro,0.1081644541190177
0.8776541961577352,0.47191011235955055,moto,0.1497685256154766
0.5500505561172903,0.25842696629213485,carro,0.15752521691142654
0.4034378159757331,0.9887640449438202,carro,0.12189962289603581
0.2072800808897877,0.0898876404494382,moto,0.026029371186804425
0.01718907987866532,0.49438202247191015,moto,0.0020848024036545353
0.39635995955510617,0.0449438202247191,carro,0.10328969555753136
0.05864509605662286,0.28089887640449435,moto,0.007419443848299966
0.25884732052578363,0.21348314606741575,carro,0.0719256829260815
0.6380182002022246,0.9438202247191012,caminhão,0.6323696232026244
0.8129423660262892,0.011235955056179747,moto,0.11211944691418586
0.8169868554095047,0.8876404494382022,moto,0.12367783671091763
0.09302325581395349,0.31460674157303375,caminhão,0.08786828954226325
0.4590495449949444,0.9325842696629214,carro,0.11325382469264494
0.4155712841253792,0.1348314606741573,moto,0.05929423306864519
0.44893832153690594,0.0,carro,0.10890026673207223
0.47320525783619816,0.38202247191011235,moto,0.07949842106876782
0.22548028311425683,0.6741573033707866,carro,0.05972345709292701
0.1789686552072801,0.5280898876404494,moto,0.03105742404267713
0.7724974721941356,0.5280898876404494,carro,0.23996688843241254
0.21941354903943378,0.02247191011235955,carro,0.05408222705950885
0.6754297269969667,0.5393258426966292,caminhão,0.7000643836036423
0.9059656218402428,0.6292134831460674,moto,0.11549192139068586
0.5692618806875632,0.9213483146067416,moto,0.08204310635558144
0.6956521739130436,0.8089887640449438,carro,0.1875708986111537
0.5813953488372093,0.6741573033707866,caminhão,0.5299077168347794
0.9524772497472195,0.22471910112359555,caminhão,0.8847840083392097
0.06471183013144591,0.9775280898876404,caminhão,0.07652451175767237
0.788675429726997,0.8426966292134832,moto,0.12156237544838581
0.9453993933265926,0.22471910112359555,caminhão,0.8920808167520006
0.06774519716885744,0.9101123595505618,moto,0.009749517122972683
0.39737108190091003,0.31460674157303375,moto,0.06346383787595426
0.769464105156724,0.28089887640449435,caminhão,0.6992672532728332
0.9939332659251771,0.853932584269663,moto,0.14596682711469477
0.8918099089989889,0.26966292134831454,carro,0.24508691786491707
0.07987866531850354,0.14606741573033705,caminhão,0.07260017782138149
0.5318503538928211,0.31460674157303375,carro,0.16785725235306742
0.9615773508594541,0.0898876404494382,moto,0.13446975503571756
0.8149646107178969,0.8202247191011236,moto,0.11291657724499495
0.30434782608695654,0.38202247191011235,carro,0.0935095195756814
0.2982810920121335,0.6629213483146068,moto,0.03893675077413619
0.9160768452982812,0.7415730337078652,caminhão,0.7756691295949966
0.24671385237613755,0.06741573033707865,caminhão,0.19624735567342186
0.5460060667340749,0.39325842696629215,carro,0.16423950700554926
0.903943377148635,0.29213483146067415,carro,0.288039979151976
0.3640040444893832,0.39325842696629215,moto,0.060888493730263366
0.26188068756319516,0.34831460674157305,carro,0.0770763712174633
0.30535894843276035,0.6292134831460674,moto,0.039887175399331634
0.25884732052578363,0.19101123595505615,moto,0.03829291473771346
0.14256825075834179,0.7191011235955056,carro,0.038660821044240734
0.7391304347826088,0.44943820224719094,moto,0.10886960787319497
0.04651162790697675,0.6292134831460674,caminhão,0.04733727810650887
0.930232558139535,0.31460674157303375,carro,0.2683263328938897
0.10920121334681496,0.5393258426966292,carro,0.036116135757427115
0.33468149646107176,0.17977528089887634,carro,0.097740442100745
0.22952477249747222,0.5842696629213484,caminhão,0.21399883496336264
0.4408493427704752,0.32584269662921345,moto,0.06619247631603152
0.7724974721941356,0.9438202247191012,caminhão,0.8123677836710917
0.3872598584428716,0.5730337078651686,caminhão,0.30134592390471227
0.0879676440849343,0.7078651685393258,carro,0.020326823435631726
0.4084934277047523,0.17977528089887634,carro,0.11910966673820401
0.24974721941354908,0.9101123595505618,caminhão,0.24364595149768525
0.7745197168857433,0.40449438202247195,caminhão,0.7062881319557287
0.769464105156724,0.6067415730337078,carro,0.17542999049575375
0.0667340748230536,0.32584269662921345,carro,0.022963485299077168
0.07280080889787666,0.955056179775281,moto,0.009810834840727228
0.4196157735085945,0.5056179775280898,moto,0.06493546310206334
0.3356926188068756,0.5056179775280898,carro,0.11533862709629948
0.5945399393326594,0.46067415730337075,moto,0.09173130576079959
0.2406471183013145,0.8089887640449438,moto,0.03130269491369532
0.14762386248736098,0.30337078651685395,carro,0.04025508170585891
0.34378159757330634,0.29213483146067415,caminhão,0.29999693411411227
0.6572295247724975,0.6404494382022472,moto,0.08234969494435418
0.8523761375126391,0.5168539325842696,carro,0.2801299935616397
0.3751263902932255,0.955056179775281,carro,0.10227795321458136
0.6390293225480284,0.7752808988764046,carro,0.16755066376429467
0.6167846309403439,0.797752808988764,caminhão,0.5576846429775885
0.03538928210313448,0.39325842696629215,caminhão,0.04273844927491799
0.14762386248736098,0.15730337078651685,carro,0.04537511113836343
0.23154701718907988,0.898876404494382,carro,0.056596253487445194
0.2649140546006067,1.0,carro,0.07394916761198148
0.6875631951466128,0.30337078651685395,moto,0.10160345831928137
0.8806875631951467,0.6853932584269664,moto,0.12140908115399947
0.029322548028311426,0.6067415730337078,carro,0.0069902198240181495
0.7765419615773509,0.46067415730337075,caminhão,0.8199711806726555
0.2871587462082912,0.7078651685393258,caminhão,0.2644019989575988
0.4833164812942366,0.19101123595505615,caminhão,0.4500720483183617
0.3862487360970677,0.5168539325842696,carro,0.1288285250022994
0.7037411526794742,0.8314606741573034,carro,0.18649783855044916
0.4641051567239636,0.40449438202247195,moto,0.06625379403378606
0.2406471183013145,0.5168539325842696,moto,0.03850752674985437
0.7684529828109202,0.29213483146067415,carro,0.2512800073581261
0.4378159757330637,0.38202247191011235,carro,0.1393751724560812
0.3538928210313448,0.7865168539325844,carro,0.09537970996719503
0.5480283114256825,0.9662921348314608,carro,0.13790354722997208
0.42972699696663297,0.43820224719101125,moto,0.0629732961339179
0.4641051567239636,0.752808988764045,caminhão,0.42263236962320266
0.6228513650151669,0.7640449438202248,carro,0.16822515865959467
0.6572295247724975,0.24719101123595505,carro,0.1836465646748628
0.6754297269969667,0.5393258426966292,caminhão,0.6495692430327744
0.13549039433771487,0.37078651685393255,carro,0.04512984026734525
0.31445904954499493,0.7640449438202248,carro,0.07879326731459056
0.2649140546006067,0.11235955056179775,carro,0.06548732256185426
0.028311425682507586,0.651685393258427,carro,0.007143514118404512
0.5995955510616785,0.550561797752809,moto,0.10025446852868136
0.5682507583417594,0.9325842696629214,moto,0.08397461446484963
0.769464105156724,0.32584269662921345,caminhão,0.7246221295643376
0.2224469160768453,0.05617977528089885,carro,0.055707146580004294
0.7340748230535895,0.752808988764045,moto,0.10448539105374498
0.7532861476238626,0.39325842696629215,moto,0.11147561087776314
0.05156723963599596,0.8876404494382022,caminhão,0.05773063126590429
0.186046511627907,0.19101123595505615,carro,0.0496673513811816
0.6956521739130436,0.595505617977528,carro,0.16537388478400833
0.04752275025278059,0.7415730337078652,carro,0.01257013213968176
0.8857431749241659,0.21348314606741575,moto,0.1318637520311494
0.011122345803842266,0.550561797752809,moto,0.001410307508354539
0.7017189079878666,0.15730337078651685,carro,0.20283901033203544
0.7724974721941356,0.31460674157303375,caminhão,0.6771622160223197
0.6400404448938322,0.9213483146067416,carro,0.18033540791611735
0.3326592517694641,0.03370786516853935,carro,0.0956249808382132
0.09100101112234582,0.8089887640449438,carro,0.025538829444768065
0.6996966632962589,0.8314606741573034,caminhão,0.6004844099702609
0.3488372093023256,0.6741573033707866,carro,0.08731643008247233
0.9180990899898889,0.1348314606741573,moto,0.1284912775546494
0.9625884732052579,0.8202247191011236,moto,0.13339669497501302
0.30940343781597573,0.5617977528089888,caminhão,0.23962964098476253
0.8715874620829122,0.7303370786516854,moto,0.12711162890517214
0.4944388270980789,0.955056179775281,carro,0.1471931814697857
0.19211324570273006,0.34831460674157305,caminhão,0.18113253824692643
0.22345803842264916,0.06741573033707865,carro,0.0655486402796088
0.35085945399393326,0.6741573033707866,carro,0.08308550755740872
0.14459049544994945,0.07865168539325845,moto,0.017782138148818103
0.5571284125379171,0.6404494382022472,moto,0.08225771836772236
0.5561172901921133,0.44943820224719094,caminhão,0.5695802802219702
0.7138523761375127,0.9775280898876404,caminhão,0.6523285403317289
0.0717896865520728,0.12359550561797755,moto,0.008155256461354508
0.29120323559150657,0.11235955056179775,carro,0.08464910936014962
0.5166835187057635,0.7865168539325844,moto,0.07382653217647239
0.4408493427704752,0.19101123595505615,caminhão,0.3872827053377073
0.009100101112234582,0.37078651685393255,caminhão,0.01704632553576356
0.0030333670374115274,0.8876404494382022,caminhão,0.01088389490143177
0.2032355915065723,0.6741573033707866,caminhão,0.1863138853971855
0.4661274014155713,0.7640449438202248,carro,0.11239537664408131
0.9534883720930233,0.9213483146067416,carro,0.2473863322807125
0.40040444893832156,0.9662921348314608,moto,0.059999386822822465
0.769464105156724,0.7415730337078652,moto,0.11742342949995402
0.011122345803842266,0.41573033707865165,carro,0.004936076279240887
0.8675429726996967,0.16853932584269665,caminhão,0.756047459913542
0.3731041456016178,0.1348314606741573,caminhão,0.32844835515222126
0.7350859453993934,0.5393258426966292,caminhão,0.6893644418554742
0.5278058645096058,0.797752808988764,caminhão,0.5283441150320386
0.4115267947421638,0.9101123595505618,carro,0.10515988594904498
0.9352881698685541,0.14606741573033705,caminhão,0.8251831866817918
0.9130434782608696,0.11235955056179775,moto,0.1259159334089585
0.519716885743175,0.5393258426966292,caminhão,0.5616089769138793
0.6572295247724975,0.9438202247191012,moto,0.0952877333905632
0.23559150657229527,0.9775280898876404,caminhão,0.2227979274611399
0.13953488372093026,0.9887640449438202,carro,0.037342490112518015
0.9848331648129425,0.7640449438202248,carro,0.2406720421865898
0.6774519716885744,0.25842696629213485,caminhão,0.6021706472085109
0.4368048533872599,0.5393258426966292,moto,0.0753901339792133
0.2750252780586451,0.0,moto,0.031088082901554407
0.15470171890798787,0.5056179775280898,caminhão,0.16733605175215377
0.8260869565217392,0.05617977528089885,carro,0.23892448723058526
0.3660262891809909,0.955056179775281,moto,0.05929423306864519
0.5075834175935289,0.17977528089887634,moto,0.06560995799736334
0.4691607684529828,0.6629213483146068,moto,0.05776129012478155
0.2750252780586451,0.31460674157303375,moto,0.04273844927491799
0.32659251769464104,0.5617977528089888,carro,0.07597265229788147
0.6744186046511629,0.39325842696629215,moto,0.09341754299904959
0.49848331648129424,0.8876404494382022,carro,0.14004966735138116
0.25884732052578363,0.7752808988764046,caminhão,0.22797927461139897
0.7087967644084935,0.6741573033707866,carro,0.16607903853818562
0.9888776541961578,0.40449438202247195,moto,0.14848085354263113
0.6835187057633975,0.14606741573033705,moto,0.09234448293834503
0.5146612740141557,0.6067415730337078,carro,0.11325382469264494
0.004044489383215371,0.7865168539325844,caminhão,0.010515988594904498
0.6744186046511629,0.34831460674157305,carro,0.18925713584940368
0.320525783619818,0.011235955056179747,moto,0.03878345647974982
0.23963599595551063,0.25842696629213485,moto,0.03357145047061348
0.5369059656218403,0.07865168539325845,caminhão,0.41781892877947086
0.987866531850354,0.6629213483146068,carro,0.2563693779317534
0.41759352881698686,0.8314606741573034,carro,0.10071435141184046
0.980788675429727,0.0,caminhão,0.7620259373946102
0.39838220424671383,0.17977528089887634,caminhão,0.360701474691112
0.3235591506572295,0.595505617977528,carro,0.08005028052855874
0.4064711830131446,0.9887640449438202,moto,0.05852776159671337
